, C0,Dr No,Date Reported,Date Occurred,Time Occurred,Area Code,Area Name,Rpt Dist No,Part 1-2,Crime Code,Crime Description,Modus Operandi,Victim Age,Victim Gender,Victim Descent,Crime Location,Case Status,Street Address,Latitude,Longitude,Weapon Description,Cross Street,Age Group,Delay,Delay Category,Week Period,Month Period,Time Slot
9265,8699,200204934,2020-01-19,2020-01-19,1970-01-01 07:15:00,2,Rampart,203,2,624,Battery - Simple Assault,1202 0444 1822 1252 2011,61,Male,White,Parking Lot,Adult Other,4100 Marathon St,34.0846,-118.2892,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,6-8
9266,9155,201805029,2020-01-19,2020-01-19,1970-01-01 18:30:00,18,Southeast,1849,1,210,Robbery,0913 1259 1913 0400 0416 0429 0417 0420 0856,15,Female,Hispanic/Latin/Mexican,Street,Invest Cont,113th,33.9325,-118.2335,Strong-arm,CROESUS,Teenager,0,1 day,2020-01-13,2020-01-01,18-20
9267,9375,201104831,2020-01-20,2020-01-20,1970-01-01 09:50:00,11,Northeast,1151,1,440,Theft Plain - Petty,0325 0344,0,Unknown,Unknown,Drug Store,Invest Cont,1600 N Vermont Av,34.0986,-118.2962,Data Missing,Data Missing,Unknown,0,1 day,2020-01-20,2020-01-01,10-12
9268,9378,200804889,2020-01-20,2020-01-15,1970-01-01 16:20:00,8,West LA,831,1,440,Theft Plain - Petty,0394 1210 1822 1414 1420,39,Female,White,Single Family Dwelling,Adult Other,900 S Gretna Green Wy,34.047,-118.4712,Data Missing,Data Missing,Adult,5,3-7 days,2020-01-13,2020-01-01,16-18
9269,9618,201405126,2020-01-20,2020-01-20,1970-01-01 21:40:00,14,Pacific,1445,2,626,Intimate Partner - Simple Assault,2000 1814 0400 0416,38,Male,White,Single Family Dwelling,Adult Arrest,12700 Caswell Av,33.9988,-118.436,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,22-24
9270,9839,200704960,2020-01-21,2020-01-21,1970-01-01 15:20:00,7,Wilshire,706,1,230,Assault With Deadly Weapon- Aggravated Assault,0334 1822 0447 1402,26,Female,White,Street,Invest Cont,700 N Highland Av,34.0835,-118.3386,Mace/pepper Spray,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,14-16
9271,9932,200904851,2020-01-21,2020-01-16,1970-01-01 10:00:00,9,Van Nuys,935,2,354,Theft Of Identity,1822,62,Male,Black,Street,Adult Arrest,Sylmar,34.1827,-118.4465,Data Missing,DELANO,Adult,5,3-7 days,2020-01-13,2020-01-01,10-12
9272,527,200804050,2020-01-02,2020-01-02,1970-01-01 07:00:00,8,West LA,803,1,310,Burglary,1609 0321 1402 1822,69,Male,Other Asian,Single Family Dwelling,Invest Cont,13900 W Sunset Bl,34.0949,-118.5111,Unknown Weapon/other Weapon,Data Missing,Old,0,1 day,2019-12-30,2020-01-01,6-8
9273,645,201804244,2020-01-02,2020-01-02,1970-01-01 18:30:00,18,Southeast,1842,1,236,Intimate Partner - Aggravated Assault,0302 0321 1814 2000 0913,36,Female,Black,Single Family Dwelling,Invest Cont,100 W 110th St,33.9357,-118.2739,Hand Gun,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,18-20
9274,797,200304204,2020-01-03,2020-01-03,1970-01-01 17:55:00,3,Southwest,363,1,210,Robbery,1414 1259 0906 0344 1251 0342 0202 0416 2024 0346,14,Male,Other,Department Store,Invest Cont,4000 Crenshaw Bl,34.0124,-118.3351,Strong-arm,Data Missing,Teenager,0,1 day,2019-12-30,2020-01-01,18-20
9275,1000,201404153,2020-01-03,2020-01-03,1970-01-01 11:00:00,14,Pacific,1403,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,2800 S Sepulveda Bl,34.0299,-118.43,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,10-12
9276,1093,201904115,2020-01-03,2020-01-03,1970-01-01 16:45:00,19,Mission,1952,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Parking Lot,Invest Cont,15500 Devonshire St,34.2573,-118.4696,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,16-18
9277,1177,200104440,2020-01-04,2020-01-04,1970-01-01 01:21:00,1,Central,182,1,330,Burglary From Vehicle,1307 0329 1822 1609 0344,53,Male,Black,Parking Lot,Invest Cont,12th,34.0415,-118.2654,Data Missing,FLOWER,Adult,0,1 day,2019-12-30,2020-01-01,0-2
9278,1310,201004116,2020-01-04,2020-01-02,1970-01-01 21:00:00,10,West Valley,1025,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344 1602,48,Female,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,7000 Etiwanda Av,34.1975,-118.5317,Data Missing,Data Missing,Adult,2,3-7 days,2019-12-30,2020-01-01,20-22
9279,1344,200804125,2020-01-04,2020-01-04,1970-01-01 02:00:00,8,West LA,889,2,626,Intimate Partner - Simple Assault,1414 2000 1813 0417,44,Female,Black,Single Family Dwelling,Invest Cont,2000 S Shenandoah St,34.0418,-118.3848,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
9280,1767,200904175,2020-01-05,2020-01-03,1970-01-01 16:00:00,9,Van Nuys,994,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,13600 Stoneview Dr,34.1361,-118.4308,Data Missing,Data Missing,Unknown,2,3-7 days,2019-12-30,2020-01-01,16-18
9281,1797,200704171,2020-01-05,2020-01-03,1970-01-01 15:30:00,7,Wilshire,722,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344,61,Female,Other,Street,Invest Cont,3rd St,34.0728,-118.37,Data Missing,SWEETZER                     ST,Adult,2,3-7 days,2019-12-30,2020-01-01,14-16
9282,1961,201704279,2020-01-05,2020-01-05,1970-01-01 12:30:00,17,Devonshire,1795,1,440,Theft Plain - Petty,1202 1822 0344 0202,60,Male,Black,Restaurant/fast Food,Invest Cont,8300 Balboa Bl,34.2248,-118.5151,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,12-14
9283,2528,200100515,2020-01-07,2020-01-07,1970-01-01 16:38:00,1,Central,162,1,648,Arson,1402 1501 2004,0,Unknown,Unknown,Department Store,Invest Cont,700 W 7th St,34.048,-118.2577,Unknown Weapon/other Weapon,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,16-18
9284,2731,201104273,2020-01-07,2020-01-06,1970-01-01 14:00:00,11,Northeast,1126,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Avenue 53,34.1232,-118.2003,Data Missing,RANGEVIEW,Unknown,1,2 days,2020-01-06,2020-01-01,14-16
9285,2828,201204431,2020-01-07,2020-01-06,1970-01-01 23:50:00,12,77th Street,1256,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,500 W 74th St,33.9727,-118.2827,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,22-24
9286,2846,201704347,2020-01-07,2020-01-07,1970-01-01 13:30:00,17,Devonshire,1716,2,888,Trespassing,1501,27,Male,White,Yard (residential/business),Invest Cont,17200 Flanders St,34.2802,-118.5082,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
9287,3072,200404293,2020-01-08,2020-01-08,1970-01-01 14:00:00,4,Hollenbeck,473,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344,0,Male,Unknown,Street,Invest Cont,400 S Breed St,34.0412,-118.213,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,14-16
9288,3677,200704589,2020-01-09,2020-01-08,1970-01-01 20:30:00,7,Wilshire,752,1,330,Burglary From Vehicle,1300 1606 0344,57,Female,White,Street,Invest Cont,Whitworth Dr,34.0563,-118.3692,Data Missing,POINT VIEW,Adult,1,2 days,2020-01-06,2020-01-01,20-22
9289,3886,201404577,2020-01-09,2020-01-09,1970-01-01 20:30:00,14,Pacific,1407,2,888,Trespassing,2004,0,Unknown,Unknown,Other Premise,Invest Cont,9900 Venice Bl,34.0233,-118.3987,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,20-22
9290,4007,201804444,2020-01-09,2020-01-09,1970-01-01 09:15:00,18,Southeast,1846,1,210,Robbery,0913 2000 1814 0344 0329 1300 0408 0416 0906 0858,21,Female,Black,Sidewalk,Adult Other,11300 Hooper Av,33.9321,-118.2522,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,8-10
9291,4650,201004414,2020-01-11,2020-01-11,1970-01-01 08:50:00,10,West Valley,1034,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344,21,Female,Hispanic/Latin/Mexican,Park/playground,Invest Cont,18400 Victory Bl,34.1866,-118.5339,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,8-10
9292,4671,201004411,2020-01-11,2020-01-10,1970-01-01 13:30:00,10,West Valley,1041,2,354,Theft Of Identity,0377 1822 0930,66,Female,White,Single Family Dwelling,Invest Cont,5800 Shirley Av,34.1758,-118.5578,Data Missing,Data Missing,Old,1,2 days,2020-01-06,2020-01-01,12-14
9293,4915,201804539,2020-01-11,2020-01-11,1970-01-01 12:00:00,18,Southeast,1804,2,624,Battery - Simple Assault,0913 0605 0444 2003,54,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,600 Caliburn Dr,33.9565,-118.2646,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
9294,5005,200104874,2020-01-12,2020-01-11,1970-01-01 20:00:00,1,Central,182,2,740,Vandalism - Felony,1822 0329,45,Male,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,1000 S Hope St,34.0437,-118.2617,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,20-22
9295,5527,200404495,2020-01-13,2020-01-13,1970-01-01 20:00:00,4,Hollenbeck,438,2,623,Battery Police,1212 0416,24,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Arrest,5000 Kimball St,34.075,-118.1769,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,20-22
9296,5654,201004464,2020-01-13,2020-01-13,1970-01-01 03:00:00,10,West Valley,1003,1,210,Robbery,0906 0302 0344 1309 0416 1419 1407 0355,23,Male,Hispanic/Latin/Mexican,Sidewalk,Adult Arrest,7700 Reseda Bl,34.2148,-118.5404,Hand Gun,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
9297,5833,201404825,2020-01-13,2020-01-13,1970-01-01 12:35:00,14,Pacific,1494,2,624,Battery - Simple Assault,1822 0400 0416,23,Female,Hispanic/Latin/Mexican,Transportation Facility (airport),Adult Arrest,S World Wy,33.9441,-118.3974,Strong-arm,N  WORLD                        WY,Adult,0,1 day,2020-01-13,2020-01-01,12-14
9298,6531,200204730,2020-01-15,2020-01-14,1970-01-01 16:00:00,2,Rampart,231,2,900,Violation Of Court Order,0913 2000,30,Male,Black,Elementary School,Adult Other,100 N Occidental Bl,34.0721,-118.2818,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,16-18
9299,6565,200304851,2020-01-15,2020-01-14,1970-01-01 13:00:00,3,Southwest,379,1,420,Theft From Motor Vehicle - Petty,0344 0385 1300 1606,41,Female,Hispanic/Latin/Mexican,Street,Invest Cont,1000 W 38th St,34.0168,-118.2915,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,12-14
9300,6621,200105060,2020-01-15,2020-01-15,1970-01-01 02:00:00,1,Central,111,1,331,Theft From Motor Vehicle - Grand,1300 1606 1822 0344 0321,26,Female,Hispanic/Latin/Mexican,Parking Underground/building,Invest Cont,500 N Figueroa St,34.0617,-118.2469,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
9301,6823,201504742,2020-01-15,2020-01-15,1970-01-01 12:00:00,15,N Hollywood,1526,2,946,Other Miscellaneous Crime,0392,27,Male,Black,Single Family Dwelling,Adult Arrest,6200 Beck Av,34.1831,-118.3833,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
9302,7173,201104713,2020-01-16,2020-01-16,1970-01-01 10:30:00,11,Northeast,1101,1,330,Burglary From Vehicle,0344 1609 0329,37,Female,Other,Park/playground,Invest Cont,4700 Crystal Springs Dr,34.1516,-118.2859,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
9303,7251,200704736,2020-01-16,2020-01-16,1970-01-01 10:05:00,7,Wilshire,734,1,350,Theft- Person,0346,33,Male,Other Asian,Market,Invest Cont,6300 W 3rd St,34.0712,-118.359,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
9304,7444,201805098,2020-01-16,2020-01-13,1970-01-01 14:00:00,18,Southeast,1822,2,805,Pimping,0908,31,Female,Black,Street,Adult Arrest,Figueroa St,33.9438,-118.2826,Verbal Threat,102ND                        ST,Adult,3,3-7 days,2020-01-13,2020-01-01,14-16
9305,7483,202000521,2020-01-16,2020-01-16,1970-01-01 14:20:00,20,Olympic,2026,2,623,Battery Police,0216 0416 0446 1212 1402 2004,0,Unknown,Unknown,Yard (residential/business),Adult Arrest,300 S Berendo St,34.0691,-118.2941,Strong-arm,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,14-16
9306,8914,200604855,2020-01-19,2020-01-19,1970-01-01 09:30:00,6,Hollywood,632,1,330,Burglary From Vehicle,1601 1300 0344 1606,53,Male,Black,Street,Invest Cont,7900 W Sunset Bl,34.0981,-118.3615,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,8-10
9307,8991,201405301,2020-01-19,2020-01-19,1970-01-01 18:25:00,14,Pacific,1494,2,439,False Police Report,1501,69,Female,Other,Transportation Facility (airport),Adult Arrest,600 World Wy,33.9429,-118.4032,Data Missing,Data Missing,Old,0,1 day,2020-01-13,2020-01-01,18-20
9308,9151,201704742,2020-01-19,2020-01-19,1970-01-01 13:00:00,17,Devonshire,1737,1,230,Assault With Deadly Weapon- Aggravated Assault,0431 1601 1300 1822,30,Female,Hispanic/Latin/Mexican,Parking Lot,Adult Arrest,16900 San Fernando Mission Bl,34.272,-118.4994,Mace/pepper Spray,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
9309,9198,200204999,2020-01-20,2020-01-05,1970-01-01 13:00:00,2,Rampart,249,1,480,Bike - Stolen,0344 0397,27,Male,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,1100 Wilshire Bl,34.0524,-118.2633,Data Missing,Data Missing,Adult,15,8-30 days,2019-12-30,2020-01-01,12-14
9310,9464,201904867,2020-01-20,2020-01-20,1970-01-01 21:15:00,19,Mission,1963,1,210,Robbery,1822 0324 0329 2004,37,Male,Hispanic/Latin/Mexican,Liquor Store,Adult Arrest,9500 Van Nuys Bl,34.2427,-118.4502,Rock/thrown Object,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,20-22
9311,9494,201604811,2020-01-20,2020-01-20,1970-01-01 10:15:00,16,Foothill,1605,2,624,Battery - Simple Assault,0913 0554 0444,24,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,12100 Hoyt St,34.2834,-118.3968,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,10-12
9312,9604,202004838,2020-01-20,2020-01-18,1970-01-01 13:00:00,20,Olympic,2013,2,740,Vandalism - Felony,0329,31,Female,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,200 S Serrano Av,34.0712,-118.3067,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-13,2020-01-01,12-14
9313,332,201304033,2020-01-01,2020-01-01,1970-01-01 03:00:00,13,Newton,1353,2,624,Battery - Simple Assault,0554 0444 0448,28,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,700 E 43rd St,34.0057,-118.2635,Strong-arm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
9314,357,200104054,2020-01-02,2020-01-01,1970-01-01 23:30:00,1,Central,135,2,624,Battery - Simple Assault,0416 1266 2004,28,Male,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,Wall,34.0495,-118.2458,Strong-arm,5TH                          ST,Adult,1,2 days,2019-12-30,2020-01-01,22-24
9315,484,200804064,2020-01-02,2020-01-02,1970-01-01 17:30:00,8,West LA,852,1,440,Theft Plain - Petty,0344 1822 0377,33,Female,White,Other Business,Invest Cont,11800 Santa Monica Bl,34.0429,-118.4581,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,16-18
9316,695,201904035,2020-01-02,2020-01-01,1970-01-01 21:00:00,19,Mission,1987,1,330,Burglary From Vehicle,0385,31,Male,Hispanic/Latin/Mexican,Street,Invest Cont,8400 Ventura Canyon Av,34.2269,-118.4394,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,20-22
9317,883,200604157,2020-01-03,2020-01-03,1970-01-01 18:30:00,6,Hollywood,645,1,442,Shoplifting - Petty Theft,0325,0,Unknown,Unknown,Clothing Store,Invest Cont,6900 Hollywood Bl,34.1016,-118.3401,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,18-20
9318,944,201104078,2020-01-03,2020-01-02,1970-01-01 15:00:00,11,Northeast,1149,2,624,Battery - Simple Assault,0400 0416 1822 2004,54,Male,Black,Street,Invest Cont,Figueroa,34.105,-118.2022,Strong-arm,AVENUE 50,Adult,1,2 days,2019-12-30,2020-01-01,14-16
9319,1015,201904147,2020-01-03,2020-01-03,1970-01-01 14:20:00,19,Mission,1985,1,442,Shoplifting - Petty Theft,0344,22,Female,Hispanic/Latin/Mexican,Cell Phone Store,Adult Arrest,8400 Van Nuys Bl,34.2232,-118.4488,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,14-16
9320,1156,200100507,2020-01-04,2020-01-04,1970-01-01 02:00:00,1,Central,101,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,1822 0344 1402,23,Male,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,700 Bernard St,34.0677,-118.2398,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,2-4
9321,1410,201304193,2020-01-04,2020-01-03,1970-01-01 22:00:00,13,Newton,1383,1,440,Theft Plain - Petty,0377 0344 2032,21,Male,Hispanic/Latin/Mexican,Laundromat,Invest Cont,6100 S Main St,33.9843,-118.2739,Data Missing,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,22-24
9322,1765,200904168,2020-01-05,2020-01-04,1970-01-01 23:10:00,9,Van Nuys,935,2,626,Intimate Partner - Simple Assault,1241 0416 2000 0429 1309 1310,39,Male,Hispanic/Latin/Mexican,Street,Adult Other,14200 Erwin St,34.1837,-118.4422,Strong-arm,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,22-24
9323,1989,201304289,2020-01-05,2020-01-04,1970-01-01 02:30:00,13,Newton,1361,1,236,Intimate Partner - Aggravated Assault,0913 2000 1814 0321 0444 0429 0340 0448 0353 0408,27,Female,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,100 W Vernon Av,34.0038,-118.274,Strong-arm,Data Missing,Adult,1,2 days,2019-12-30,2020-01-01,2-4
9324,2775,202004297,2020-01-07,2020-01-07,1970-01-01 12:20:00,20,Olympic,2041,1,330,Burglary From Vehicle,1402 1309 0342 1307 1609 0358 0344 0202 0326,59,Female,Other Asian,Driveway,Invest Cont,900 S Bronson Av,34.056,-118.3209,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
9325,3088,200504351,2020-01-08,2020-01-07,1970-01-01 11:00:00,5,Harbor,566,2,624,Battery - Simple Assault,1309 0416 0429 0603 0361 0913,27,Unknown,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,200 W 12th St,33.7333,-118.2814,Strong-arm,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,10-12
9326,3193,200704341,2020-01-08,2020-01-05,1970-01-01 09:15:00,7,Wilshire,742,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,900 S Fairfax Av,34.0611,-118.3681,Data Missing,Data Missing,Unknown,3,3-7 days,2019-12-30,2020-01-01,8-10
9327,3366,201204847,2020-01-08,2020-01-07,1970-01-01 22:00:00,12,77th Street,1242,1,330,Burglary From Vehicle,1609 0321 0329,57,Female,Black,Street,Invest Cont,6500 Arlington Av,33.9806,-118.3187,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,22-24
9328,3936,201204664,2020-01-09,2020-01-09,1970-01-01 19:50:00,12,77th Street,1241,1,440,Theft Plain - Petty,0344,34,Female,Black,Liquor Store,Invest Cont,6400 West Bl,33.9818,-118.3352,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,20-22
9329,4054,200304554,2020-01-10,2020-01-10,1970-01-01 12:00:00,3,Southwest,321,1,442,Shoplifting - Petty Theft,0325 0104 0378,19,Unknown,Unknown,Department Store,Invest Cont,3500 S La Cienega Bl,34.0242,-118.3722,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,12-14
9330,4208,201104403,2020-01-10,2020-01-09,1970-01-01 18:00:00,11,Northeast,1113,1,440,Theft Plain - Petty,0344,0,Unknown,Unknown,Department Store,Invest Cont,2600 Colorado Bl,34.1422,-118.223,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,18-20
9331,4327,201404572,2020-01-10,2020-01-05,1970-01-01 02:00:00,14,Pacific,1459,1,480,Bike - Stolen,0344,20,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,4800 S Sepulveda Bl,34.0011,-118.4037,Data Missing,Data Missing,Adult,5,3-7 days,2019-12-30,2020-01-01,2-4
9332,4464,201504515,2020-01-10,2020-01-10,1970-01-01 17:35:00,15,N Hollywood,1548,2,624,Battery - Simple Assault,0400,37,Male,Hispanic/Latin/Mexican,Street,Invest Cont,Magnolia Bl,34.1649,-118.3704,Strong-arm,VINELAND                     AV,Adult,0,1 day,2020-01-06,2020-01-01,16-18
9333,4862,201804548,2020-01-11,2020-01-10,1970-01-01 18:30:00,18,Southeast,1862,1,210,Robbery,1822 0342 1202 0416 0344 0429,60,Male,Hispanic/Latin/Mexican,Street,Invest Cont,Imperial Hy,33.931,-118.2826,Strong-arm,FIGUEROA                     ST,Adult,1,2 days,2020-01-06,2020-01-01,18-20
9334,5066,200504507,2020-01-12,2020-01-12,1970-01-01 11:00:00,5,Harbor,515,1,440,Theft Plain - Petty,2032 1020 1218 0344 1822,52,Male,White,Alley,Invest Cont,100 W Pacific Coast Hy,33.7948,-118.2694,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,10-12
9335,5194,200804483,2020-01-12,2020-01-12,1970-01-01 09:00:00,8,West LA,887,1,235,Child Abuse  - Aggravated Assault,1822 0553 1258 0408 1251,9,Male,White,Single Family Dwelling,Invest Cont,2700 Bagley Av,34.0386,-118.3931,Strong-arm,Data Missing,Child,0,1 day,2020-01-06,2020-01-01,8-10
9336,5428,201204826,2020-01-12,2020-01-12,1970-01-01 18:30:00,12,77th Street,1269,1,210,Robbery,0906 0344 0444 0336 0374,50,Female,Hispanic/Latin/Mexican,Restaurant/fast Food,Invest Cont,8500 S Central Av,33.9638,-118.2629,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,18-20
9337,5690,200704565,2020-01-13,2020-01-09,1970-01-01 23:45:00,7,Wilshire,711,2,822,Human Trafficking - Commercial Sex Acts,0943 1259 1402,15,Female,White,Street,Adult Arrest,8500 Beverly Bl,34.0782,-118.3695,Data Missing,Data Missing,Teenager,4,3-7 days,2020-01-06,2020-01-01,22-24
9338,5859,201504588,2020-01-13,2020-01-06,1970-01-01 16:00:00,15,N Hollywood,1523,1,330,Burglary From Vehicle,1300 0344,21,Female,White,Street,Invest Cont,6300 Bluebell Av,34.1849,-118.4102,Data Missing,Data Missing,Adult,7,8-30 days,2020-01-06,2020-01-01,16-18
9339,6106,200504606,2020-01-14,2020-01-14,1970-01-01 17:25:00,5,Harbor,526,2,624,Battery - Simple Assault,2004 1218 0444 0913,82,Female,White,Street,Invest Cont,Island St,33.7798,-118.2665,Strong-arm,ANAHEIM                      ST,Old,0,1 day,2020-01-13,2020-01-01,16-18
9340,6110,201204881,2020-01-14,2020-01-13,1970-01-01 21:00:00,12,77th Street,1269,1,331,Theft From Motor Vehicle - Grand,0344 0385,43,Male,Black,Driveway,Invest Cont,700 E 85th St,33.9611,-118.2629,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,20-22
9341,6270,200804601,2020-01-14,2020-01-11,1970-01-01 21:45:00,8,West LA,839,1,343,Shoplifting-grand Theft,0325 1822 1420 1414,0,Unknown,Unknown,Other Business,Invest Cont,10200 Santa Monica Bl,34.0605,-118.4193,Data Missing,Data Missing,Unknown,3,3-7 days,2020-01-06,2020-01-01,22-24
9342,6303,201204932,2020-01-14,2020-01-14,1970-01-01 11:15:00,12,77th Street,1267,2,624,Battery - Simple Assault,0416 2024 0447 1822,24,Female,Black,Other Business,Juv Arrest,8500 S Figueroa St,33.9611,-118.2827,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
9343,6313,201504637,2020-01-14,2020-01-07,1970-01-01 10:15:00,15,N Hollywood,1581,2,888,Trespassing,0603,79,Female,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,12500 Moorpark St,34.1504,-118.4052,Data Missing,Data Missing,Old,7,8-30 days,2020-01-06,2020-01-01,10-12
9344,6456,201404772,2020-01-14,2020-01-13,1970-01-01 19:00:00,14,Pacific,1452,1,440,Theft Plain - Petty,0344,0,Unknown,Unknown,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,00 Reef St,33.9697,-118.4585,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,18-20
9345,6521,200105087,2020-01-15,2020-01-15,1970-01-01 11:00:00,1,Central,162,1,442,Shoplifting - Petty Theft,0325 2004,40,Male,Black,Department Store,Invest Cont,700 W 7th St,34.048,-118.2577,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
9346,7393,201205049,2020-01-16,2020-01-16,1970-01-01 04:00:00,12,77th Street,1256,1,236,Intimate Partner - Aggravated Assault,0913 2000 1814 0416 2004 1402 0319 0448 0447 0444,51,Male,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,7300 S Figueroa St,33.9737,-118.2827,Pipe/metal Pipe,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,4-6
9347,7925,201205098,2020-01-17,2020-01-17,1970-01-01 02:40:00,12,77th Street,1257,2,900,Violation Of Court Order,2038 0913 1813 2000,26,Female,Black,Single Family Dwelling,Invest Cont,600 W 77th St,33.9698,-118.2842,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
9348,7926,202000531,2020-01-17,2020-01-17,1970-01-01 03:00:00,20,Olympic,2016,1,121,Rape- Forcible,0516 1415 0532 0531 0510 0417 0537 0508 0913 1820,25,Female,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,200 S Mariposa Av,34.0712,-118.2991,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
