,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
4304,201304560,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1445,13,Newton,1367,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0416 0429,26,M,H,102.0,SIDEWALK,AO,Adult Other,230.0,,52ND,33.9957,-118.2435,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LONG BEACH,,
4305,201304530,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,630,13,Newton,1385,1,310,BURGLARY,0344,53,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,310.0,,900 E  GAGE                         AV,33.9857,-118.2628,,,,,
4306,201304557,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1445,13,Newton,1367,2,624,BATTERY - SIMPLE ASSAULT,1822 0906 0416 0429,22,M,H,102.0,SIDEWALK,AO,Adult Other,624.0,,52ND,33.9957,-118.2435,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LONG BEACH,,
4307,211304423,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,10,13,Newton,1393,2,624,BATTERY - SIMPLE ASSAULT,0400 1300 1309,24,M,H,101.0,STREET,IC,Invest Cont,624.0,,100 W  71ST                         ST,33.9756,-118.2744,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4308,201900523,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1800,19,Mission,1954,1,210,ROBBERY,1822 1402 0325 0342 0216 0213 0326,29,F,H,248.0,CELL PHONE STORE,IC,Invest Cont,210.0,998.0,10400 N  SEPULVEDA                    BL,34.2591,-118.4674,113.0,SIMULATED GUN,,,
4309,201304521,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,630,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,900 E  GAGE                         AV,33.9857,-118.2628,,,,,
4310,201304523,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2300,13,Newton,1391,1,330,BURGLARY FROM VEHICLE,0358 1307 0329 1609 0344,33,M,B,101.0,STREET,IC,Invest Cont,330.0,,67TH,33.979,-118.2803,,,GRAND,,
4311,201704453,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,17,Devonshire,1728,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329 1501 0913 0360,80,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,745.0,,18600    SAN FERNANDO MISSION         BL,34.2719,-118.537,,,,,
4312,202100518,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,40,21,Topanga,2111,1,761,BRANDISH WEAPON,0913 0561 0408 0444 0334 1402 0421,52,M,W,501.0,SINGLE FAMILY DWELLING,JA,Juv Arrest,761.0,930.0,22900    ELKWOOD                      ST,34.2126,-118.6262,205.0,KITCHEN KNIFE,,,
4313,201504478,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,5,15,N Hollywood,1591,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,12800    VENTURA                      BL,34.1448,-118.4117,,,,,
4314,201604382,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1530,16,Foothill,1667,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0443 0913,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236.0,,9300    SUNLAND PARK                 DR,34.2388,-118.3657,511.0,VERBAL THREAT,,,
4315,201204693,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,100,12,77th Street,1255,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329,63,F,H,101.0,STREET,IC,Invest Cont,745.0,,7300    HALLDALE                     AV,33.9735,-118.3024,,,,,
4316,201904450,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2000,19,Mission,1974,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1259 0421,16,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,930.0,,9000    TOBIAS                       AV,34.2336,-118.4517,511.0,VERBAL THREAT,,,
4317,201604378,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,830,16,Foothill,1659,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1214,23,F,O,602.0,BANK,IC,Invest Cont,745.0,,6500    FOOTHILL                     BL,34.2519,-118.2713,,,,,
4318,202104411,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2200,21,Topanga,2146,1,310,BURGLARY,1607 0344,0,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,,7100    TOPANGA CANYON               BL,34.1992,-118.6059,,,,,
4319,201604413,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1540,16,Foothill,1639,2,624,BATTERY - SIMPLE ASSAULT,1202 0416,73,M,W,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,624.0,,10300    GLORY                        AV,34.2559,-118.281,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4320,202104483,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,500,21,Topanga,2134,2,901,VIOLATION OF RESTRAINING ORDER,2038 2000,41,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,,22000    LEADWELL                     ST,34.2038,-118.606,,,,,
4321,202004441,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2020,20,Olympic,2049,1,220,ATTEMPTED ROBBERY,0305 0429 0444,54,M,W,102.0,SIDEWALK,IC,Invest Cont,220.0,,VERMONT                      AV,34.0568,-118.2916,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",FRANCIS                      ST,,
4322,201204656,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1,12,77th Street,1258,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 1276 0408 0416,32,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,,100 W  78TH                         ST,33.9689,-118.2739,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4323,202104423,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1448,21,Topanga,2187,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0421,55,F,B,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,956.0,,20900    VENTURA                      BL,34.1664,-118.5883,511.0,VERBAL THREAT,,,
4324,201504562,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2200,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,0910 0400 0416 0444,19,F,A,801.0,MTA BUS,AO,Adult Other,624.0,,CHANDLER,34.1681,-118.3765,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LANKERSHIM,,
4325,201904454,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,620,19,Mission,1925,2,624,BATTERY - SIMPLE ASSAULT,0416 0408 0429,51,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,624.0,,14300    SAYRE                        ST,34.2964,-118.4497,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4326,201204667,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,12,77th Street,1266,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,900 W  82ND                         ST,33.9661,-118.2849,,,,,
4327,201404572,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,200,14,Pacific,1459,1,480,BIKE - STOLEN,0344,20,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480.0,,4800 S  SEPULVEDA                    BL,34.0011,-118.4037,,,,,
4328,201504480,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1800,15,N Hollywood,1515,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,IC,Invest Cont,420.0,,12000    VOSE                         ST,34.1985,-118.3943,,,,,
4329,201304548,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1000,13,Newton,1372,2,354,THEFT OF IDENTITY,0377,28,M,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,,200 E  53RD                         ST,33.9943,-118.272,,,,,
4330,201804509,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2100,18,Southeast,1824,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,9300    CLOVIS                       AV,33.9521,-118.2564,,,,,
4331,201300512,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,600,13,Newton,1345,1,648,ARSON,,0,M,O,505.0,MOTEL,IC,Invest Cont,648.0,,4000 S  CENTRAL                      AV,34.0101,-118.2565,,,,,
4332,201504492,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1745,15,N Hollywood,1531,2,888,TRESPASSING,2000,39,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,888.0,,12700    OXNARD                       ST,34.1794,-118.4094,,,,,
4333,201204649,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1800,12,77th Street,1266,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,103.0,ALLEY,IC,Invest Cont,420.0,,82ND                         ST,33.9643,-118.2871,,,HOOVER                       ST,,
4334,202104413,2020-01-10T00:00:00.000,2020-01-07T00:00:00.000,1800,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,,6300    TOPANGA CANYON               BL,34.185,-118.6059,,,,,
4335,201504472,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,15,N Hollywood,1525,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,11800    KITTRIDGE                    ST,34.1903,-118.39,,,,,
4336,201604417,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1730,16,Foothill,1638,1,310,BURGLARY,1202 0344 1606,81,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,10400    LAS LUNITAS                  AV,34.2584,-118.2914,,,,,
4337,201204684,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,12,77th Street,1248,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1309 1240 0416 0446,37,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,626.0,,S  HOOVER                       ST,33.9747,-118.2871,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",W  FLORENCE                     AV,,
4338,201604375,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2130,16,Foothill,1684,1,320,"BURGLARY, ATTEMPTED",1609,16,F,H,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,320.0,,8000    LANKERSHIM                   BL,34.2166,-118.3919,,,,,
4339,201304522,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,630,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,900 E  GAGE                         AV,33.9857,-118.2628,,,,,
4340,201604399,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2000,16,Foothill,1681,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 1822,0,M,O,404.0,DEPARTMENT STORE,IC,Invest Cont,440.0,,8500    LAUREL CANYON                BL,34.2247,-118.3964,,,,,
4341,201804546,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2105,18,Southeast,1838,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038 0913 2004,53,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,902.0,,2000    SANTA ANA                    BL,33.9399,-118.2362,,,,,
4342,201304497,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2130,13,Newton,1341,1,330,BURGLARY FROM VEHICLE,0344,22,M,H,101.0,STREET,IC,Invest Cont,330.0,,37TH                         ST,34.0153,-118.2748,,,BROADWAY,,
4343,202004447,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2250,20,Olympic,2013,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2004 1218 1814 0443 2000 0445 0416 0446,28,F,H,102.0,SIDEWALK,AO,Adult Other,626.0,,OXFORD                       AV,34.069,-118.3079,302.0,BLUNT INSTRUMENT,3RD                          ST,,
4344,202004433,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1030,20,Olympic,2015,1,330,BURGLARY FROM VEHICLE,1609 0344,36,M,H,101.0,STREET,IC,Invest Cont,330.0,,200 N  NORMANDIE                    AV,34.0754,-118.3004,,,,,
4345,201804517,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1530,18,Southeast,1849,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,49,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,,115TH,33.9297,-118.2305,,,GORMAN,,
4346,201404578,2020-01-10T00:00:00.000,2020-01-07T00:00:00.000,1500,14,Pacific,1406,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,3700    MENTONE                      AV,34.0222,-118.4068,,,,,
4347,201204706,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,200,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 1813 2000 0913,46,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,,600 W  81ST                         ST,33.9655,-118.2853,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
4348,201704450,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,500,17,Devonshire,1729,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1202,70,F,W,108.0,PARKING LOT,IC,Invest Cont,341.0,,11100    BALBOA                       BL,34.2757,-118.5144,,,,,
4349,202104409,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,910,21,Topanga,2197,1,310,BURGLARY,0344 1609 0389,57,M,B,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,310.0,,4600    POE                          AV,34.1539,-118.5739,,,,,
4350,201904458,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1600,19,Mission,1913,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,34,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,,13200    HERRICK                      AV,34.3103,-118.4597,,,,,
4351,201804470,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1700,18,Southeast,1835,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,1300 E  103RD                        ST,33.9433,-118.2512,,,,,
4352,201804485,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,300,18,Southeast,1824,2,623,BATTERY POLICE (SIMPLE),1212 0356 2002 0400,0,M,H,101.0,STREET,AA,Adult Arrest,623.0,,800 E  103RD                        ST,33.9433,-118.2608,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4353,201204746,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1525,12,77th Street,1258,2,623,BATTERY POLICE (SIMPLE),2004 0356 1212 0917,0,M,W,726.0,POLICE FACILITY,AA,Adult Arrest,623.0,,7600 S  BROADWAY,33.9708,-118.2783,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4354,202004432,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1440,20,Olympic,2036,2,901,VIOLATION OF RESTRAINING ORDER,2038 1241 1813 2000,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,901.0,,700 S  NEW HAMPSHIRE                AV,34.0598,-118.2929,,,,,
4355,201204672,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1635,12,77th Street,1253,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 0319 0334 0443 0429 0345 1202,64,M,B,102.0,SIDEWALK,AO,Adult Other,230.0,,7500 S  WESTERN                      AV,33.9719,-118.309,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,
4356,201704473,2020-01-10T00:00:00.000,2020-01-04T00:00:00.000,1400,17,Devonshire,1745,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,29,M,H,108.0,PARKING LOT,IC,Invest Cont,740.0,,17600    CHATSWORTH                   ST,34.2649,-118.5176,,,,,
4357,201204677,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1700,12,77th Street,1213,1,330,BURGLARY FROM VEHICLE,1822 0344 0358 1309,0,X,X,101.0,STREET,IC,Invest Cont,330.0,,5700 S  SAINT ANDREWS                PL,33.991,-118.3113,,,,,
4358,201204711,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,730,12,77th Street,1233,2,888,TRESPASSING,1501,57,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,888.0,,2100 W  59TH                         ST,33.9873,-118.3157,,,,,
4359,202104427,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1045,21,Topanga,2129,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0329 0349,25,M,A,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,440.0,,7800    CORBIN                       AV,34.2143,-118.5666,,,,,
4360,201904481,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1520,19,Mission,1961,2,624,BATTERY - SIMPLE ASSAULT,0419,46,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,,9200    LANGDON                      AV,34.2374,-118.4698,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4361,201504523,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1600,15,N Hollywood,1544,1,310,BURGLARY,0344 1609,70,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,12100    LA MAIDA                     ST,34.1585,-118.3965,,,,,
4362,201204658,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,12,77th Street,1256,1,350,"THEFT, PERSON",0913 0344 2000 1814 0356 0401 1240,29,F,B,101.0,STREET,IC,Invest Cont,350.0,626.0,FLORENCE                     AV,33.9746,-118.2914,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VERMONT                      AV,,
4363,201404630,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2230,14,Pacific,1412,1,210,ROBBERY,0346 1822 0444,34,F,H,117.0,BEACH,IC,Invest Cont,210.0,,SPEEDWAY,33.9946,-118.4798,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",ROSE,,
4364,201504484,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,250,15,N Hollywood,1527,2,888,TRESPASSING,2004,66,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888.0,,11100    VICTORY                      BL,34.1867,-118.3728,,,,,
4365,201404600,2020-01-10T00:00:00.000,2020-01-02T00:00:00.000,944,14,Pacific,1428,2,662,"BUNCO, GRAND THEFT",0344,27,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,662.0,,3200    OVERLAND                     AV,34.0265,-118.4184,,,,,
4366,202104392,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,230,21,Topanga,2136,1,310,BURGLARY,1609 0352,0,M,W,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,,21500    SHERMAN                      WY,34.2047,-118.5994,,,,,
4367,201504516,2020-01-10T00:00:00.000,2020-01-01T00:00:00.000,800,15,N Hollywood,1532,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522 2002 0913 1259 0360,17,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,860.0,,6300    WHITSETT                     AV,34.1849,-118.4052,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4368,201304520,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,630,13,Newton,1385,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,900 E  GAGE                         AV,33.9857,-118.2628,,,,,
4369,202004444,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1005,20,Olympic,2099,1,350,"THEFT, PERSON",0344 1252 1309,39,F,H,102.0,SIDEWALK,IC,Invest Cont,350.0,,1900    MAGNOLIA                     AV,34.0401,-118.2864,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4370,202104455,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,300,21,Topanga,2177,1,330,BURGLARY FROM VEHICLE,1307 0344,25,F,W,108.0,PARKING LOT,IC,Invest Cont,330.0,,21600    CALIFA                       ST,34.1773,-118.6001,,,,,
4371,201904469,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1500,19,Mission,1902,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,,14300    TYLER                        ST,34.3183,-118.4443,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4372,201404580,2020-01-10T00:00:00.000,2020-01-06T00:00:00.000,2300,14,Pacific,1453,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,66,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,740.0,,4000    GLENCOE                      AV,33.992,-118.4448,,,,,
4373,201204659,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1400,12,77th Street,1248,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 1259,15,M,H,102.0,SIDEWALK,AO,Adult Other,930.0,,800 W  62ND                         PL,33.9828,-118.287,511.0,VERBAL THREAT,,,
4374,202004428,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1700,20,Olympic,2042,1,210,ROBBERY,0202 1309 0416 0429 0444 0344,35,M,W,101.0,STREET,AA,Adult Arrest,210.0,,GRAMERCY                     PL,34.0544,-118.3132,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SAN MARINO,,
4375,201604374,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1000,16,Foothill,1687,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,47,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,745.0,,8100    VINELAND                     AV,34.2175,-118.3703,,,,,
4376,201804486,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,300,18,Southeast,1824,2,623,BATTERY POLICE (SIMPLE),1212 0356 2002 0400,0,M,H,101.0,STREET,AA,Adult Arrest,623.0,,800 E  103RD                        ST,33.9433,-118.2608,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4377,201404664,2020-01-10T00:00:00.000,2020-01-06T00:00:00.000,1500,14,Pacific,1435,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,61,F,H,101.0,STREET,IC,Invest Cont,420.0,,3500    MOUNTAIN VIEW                AV,34.0125,-118.4353,,,,,
4378,201904413,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1630,19,Mission,1961,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,15400    SUPERIOR                     ST,34.2464,-118.4675,,,,,
4379,201504490,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,500,15,N Hollywood,1505,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0444 0419,39,F,B,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,626.0,,7500    LEMP                         AV,34.2067,-118.3845,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4380,202004480,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2310,20,Olympic,2024,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 2014,57,M,A,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,624.0,,KINGSLEY                     DR,34.0654,-118.3029,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5TH                          ST,,
4381,201804567,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2200,18,Southeast,1846,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0408 0400,38,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,626.0,,11200    ALVARO                       ST,33.931,-118.2532,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4382,202104468,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1920,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50,M,W,404.0,DEPARTMENT STORE,IC,Invest Cont,442.0,,6400    FALLBROOK                    AV,34.1883,-118.6274,,,,,
4383,201904438,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1910,19,Mission,1974,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0218,22,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,9000    WILLIS                       AV,34.2337,-118.4553,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4384,201904426,2020-01-10T00:00:00.000,2020-01-01T00:00:00.000,2000,19,Mission,1985,2,662,"BUNCO, GRAND THEFT",0800 0344,32,F,W,248.0,CELL PHONE STORE,IC,Invest Cont,662.0,,8500    VAN NUYS                     BL,34.2248,-118.4488,,,,,
4385,212004351,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1500,20,Olympic,2088,1,310,BURGLARY,0344 1822 1607,36,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,1700 S  NEW ENGLAND                  ST,34.0431,-118.2877,,,,,
4386,201304562,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1250,13,Newton,1346,1,761,BRANDISH WEAPON,1822 0371 1211 0432 0906 0334,32,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,761.0,,41ST                         ST,34.0086,-118.2474,106.0,UNKNOWN FIREARM,COMPTON                      AV,,
4387,201304558,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1445,13,Newton,1367,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0416 0429,53,M,H,102.0,SIDEWALK,AO,Adult Other,230.0,,52ND,33.9957,-118.2435,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LONG BEACH,,
4388,201804537,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2300,18,Southeast,1846,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,32,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745.0,,11200 S  CENTRAL                      AV,33.9328,-118.2542,,,,,
